iter	MultiClass
362	0.1317097288
363	0.1316868222
364	0.1315458258
365	0.1314996458
366	0.1314304639
367	0.1313734571
368	0.1313119651
369	0.1312755969
370	0.1312520374
371	0.1312223085
372	0.1311812506
373	0.1311563797
374	0.1311424874
375	0.1310737833
376	0.1310426915
377	0.1310263377
378	0.1309878375
379	0.1309031617
380	0.1308445009
381	0.1308038136
382	0.1307887115
383	0.1307632772
384	0.1307211724
385	0.1305712526
386	0.1305490748
387	0.1305226063
388	0.1304901002
389	0.1304576228
390	0.1304312729
391	0.1303782169
392	0.1303154533
393	0.1302675981
394	0.1302379664
395	0.1302051751
396	0.1301485309
397	0.1300789498
398	0.1300411544
399	0.1300104535
400	0.1299190551
401	0.1298701269
402	0.1298186613
403	0.1297698277
404	0.129743543
405	0.1296922702
406	0.1296742554
407	0.1296051474
408	0.1295816746
409	0.1295201428
410	0.1294923313
411	0.1293850406
412	0.1293235419
413	0.1292917979
414	0.1292627058
415	0.1292158018
416	0.1291761085
417	0.1291666566
418	0.1290885472
419	0.1290356532
420	0.1289809159
421	0.1289585597
422	0.1288611231
423	0.1288403892
424	0.1288111076
425	0.1287579926
426	0.128745613
427	0.1287030511
428	0.1286324694
429	0.1285624586
430	0.1284931968
431	0.128461359
432	0.1284388588
433	0.1283917703
434	0.1282936445
435	0.1281249652
436	0.1280969941
437	0.1280897516
438	0.1279747134
439	0.1279543882
440	0.1279400776
441	0.1278982722
442	0.1278725225
443	0.127835755
444	0.1277943473
445	0.1277689057
446	0.1277418092
447	0.1277262671
448	0.1276916209
449	0.1276673998
450	0.1276317152
451	0.1276137477
452	0.1275762054
453	0.1275595105
454	0.1275049235
455	0.1274698291
456	0.1274555321
457	0.1274217432
458	0.1273945334
459	0.1273438947
460	0.1272849731
461	0.1272413947
462	0.1272199808
463	0.1271981814
464	0.1271736611
465	0.1271570624
466	0.1271299401
467	0.1270995103
468	0.127075396
469	0.1270311964
470	0.1270239417
471	0.1269866882
472	0.1269613067
473	0.1269385773
474	0.1269125318
475	0.1268417227
476	0.1267806261
477	0.1267384457
478	0.1266987497
479	0.126692684
480	0.1266745951
481	0.1266003201
482	0.1265590926
483	0.1265519087
484	0.1264967855
485	0.1264003164
486	0.1263392914
487	0.1263076402
488	0.1262741746
489	0.1262379675
490	0.1262199406
491	0.1261933069
492	0.1261318864
493	0.1261178812
494	0.126091151
495	0.1260630725
496	0.1260066154
497	0.1259538213
498	0.1259100199
499	0.1258950855
500	0.1258644694
501	0.1258533164
502	0.1258188055
503	0.1257388005
504	0.1257250777
505	0.1257044951
506	0.1256719251
507	0.1256430295
508	0.1256207642
509	0.1255972105
510	0.1255827766
511	0.1255377913
512	0.1255154986
513	0.1254573238
514	0.1254324406
515	0.1254135714
516	0.1253808466
517	0.1252786724
518	0.1252426155
519	0.1252114756
520	0.1251716431
521	0.1251314242
522	0.1251090497
523	0.1250913353
524	0.1250750369
525	0.1250577716
526	0.12497616
527	0.1249511568
528	0.1249382249
529	0.1249268462
530	0.1249056498
531	0.1248873045
532	0.1248520929
533	0.1247899529
534	0.1247620528
535	0.1246107287
536	0.1245893403
537	0.1245640087
538	0.124531463
539	0.1244094398
540	0.1243775921
541	0.1243516774
542	0.1242786385
543	0.1242237017
544	0.1242000812
545	0.1241748883
546	0.1241560104
547	0.1240873826
548	0.1240589601
549	0.1240131764
550	0.1239138751
551	0.1238989559
552	0.1237798196
553	0.1237511612
554	0.123669172
555	0.1235724748
556	0.1234305988
557	0.1233988069
558	0.1233808089
559	0.1233534455
560	0.1232988738
561	0.1232529217
562	0.1232296094
563	0.1231486628
564	0.1230916145
565	0.1230828968
566	0.123037079
567	0.1230247052
568	0.1229711029
569	0.1229427933
570	0.1229077712
571	0.1228590895
572	0.1228328142
573	0.1227761792
574	0.1227279395
575	0.1227167541
576	0.1226993441
577	0.122687805
578	0.1226630921
579	0.1226443742
580	0.1226275386
581	0.122615082
582	0.1225859427
583	0.1225596159
584	0.1225398918
585	0.122486303
586	0.1224747691
587	0.1224599583
588	0.1224144082
589	0.1223958289
590	0.122357231
591	0.1223295311
592	0.122311899
593	0.1222741986
594	0.1222320581
595	0.1222079013
596	0.1221877393
597	0.1221009825
598	0.1220555303
599	0.1220400744
600	0.1220086867
601	0.1219870713
602	0.1219724165
603	0.1219379625
604	0.1219124954
605	0.1219009115
606	0.1218840712
607	0.121829226
608	0.1218124509
609	0.1217680547
610	0.1217246709
611	0.1216728149
612	0.121649353
613	0.1215987542
614	0.1215513163
615	0.121485343
616	0.1214487155
617	0.1214321026
618	0.1214002572
619	0.1213837272
620	0.1213496084
621	0.1213151634
622	0.121290785
623	0.1212695502
624	0.1212527992
625	0.1212182391
626	0.1211517167
627	0.1211174518
628	0.1211056994
629	0.1210888072
630	0.1210606868
631	0.1209977004
632	0.1209653266
633	0.1209186965
634	0.1208933803
635	0.1208806741
636	0.1207982768
637	0.1207383411
638	0.120708022
639	0.1206189089
640	0.1205998298
641	0.1205222733
642	0.1204873333
643	0.1204616728
644	0.1203503833
645	0.1203385223
646	0.1203283867
647	0.1202901979
648	0.1202774709
649	0.1202648806
650	0.1202270453
651	0.1202117988
652	0.1201565277
653	0.1201044507
654	0.1200516975
655	0.1200326274
656	0.1199951791
657	0.1199676153
658	0.1199178633
659	0.119889695
660	0.1198665395
661	0.1198498
662	0.1198271562
663	0.1198008425
664	0.1197764499
665	0.1197587314
666	0.1197213364
667	0.1197096536
668	0.1196924731
669	0.1196737315
670	0.11962698
671	0.1195929488
672	0.1195660684
673	0.1195206711
674	0.1194873144
675	0.1194642359
676	0.1194497253
677	0.1194275488
678	0.1194176854
679	0.1193996751
680	0.1193827476
681	0.1193743632
682	0.1193507858
683	0.1193043177
684	0.1192473576
685	0.1192179394
686	0.1192087111
687	0.1191991451
688	0.1191746136
689	0.1191108902
690	0.119085322
691	0.1190080971
692	0.1189991846
693	0.1189768528
694	0.1189585299
695	0.1189334243
696	0.1188958685
697	0.1188767653
698	0.1188451752
699	0.1188372653
700	0.1188163546
701	0.1188048289
702	0.1187830032
703	0.1186917317
704	0.1186757987
705	0.1186366391
706	0.1185919744
707	0.1185643516
708	0.1185360083
709	0.1185126064
710	0.1184971458
711	0.1183980908
712	0.1183754011
713	0.1183564122
714	0.118322691
715	0.1182620955
716	0.1182279258
717	0.1182105384
718	0.1181987969
719	0.1181952846
720	0.1181650472
721	0.1181555592
722	0.1181022311
723	0.1180791611
724	0.1180328508
725	0.1180115965
726	0.118000751
727	0.1179690046
728	0.1178975095
729	0.1178736927
730	0.117863265
731	0.1178504055
732	0.1178246495
733	0.1178115745
734	0.1177897566
735	0.1177805177
736	0.1177519742
737	0.1177168054
738	0.1177124916
739	0.1176779554
740	0.1176632606
741	0.1176433169
742	0.1175910545
743	0.1175871672
744	0.1175661975
745	0.1175175664
746	0.1174949978
747	0.1174665445
748	0.1174317581
749	0.1173918099
750	0.1173769693
751	0.1173618628
752	0.1173078119
753	0.1172817669
754	0.1172385453
755	0.1171992503
756	0.117182734
757	0.1170926051
758	0.1170388313
759	0.1169898277
760	0.1169745175
761	0.1169401082
762	0.1169069461
763	0.1168649308
764	0.1167810546
765	0.116751626
766	0.1167095926
767	0.1166466434
768	0.1166357404
769	0.1166284544
770	0.116609441
771	0.1163661605
772	0.1163503748
773	0.1163345545
774	0.1163139952
775	0.1162917082
776	0.1162251819
777	0.1162048994
778	0.1161580737
779	0.1161285377
780	0.1160793218
781	0.1160490816
782	0.1159984464
783	0.1159803078
784	0.1158632243
785	0.1158017315
786	0.115738815
787	0.1157244528
788	0.1156967031
789	0.1156555036
790	0.1156458786
791	0.1156004677
792	0.1155790619
793	0.1155696
794	0.1155395473
795	0.1154802804
796	0.1154132604
797	0.1153460833
798	0.1153301188
799	0.1152770398
800	0.115252898
801	0.1152308664
802	0.1151876691
803	0.115109144
804	0.1150849405
805	0.1150580729
806	0.1150087805
807	0.114977104
808	0.1149678045
809	0.1149441898
810	0.1148985752
811	0.1148916589
812	0.114856089
813	0.1148256719
814	0.1147972019
815	0.1147721442
816	0.1147485391
817	0.1147213114
818	0.1146896288
819	0.1146690006
820	0.1146017496
821	0.1145775822
822	0.1145375143
823	0.1145065556
824	0.1144760468
825	0.1144616099
826	0.1144493202
827	0.1144401368
828	0.1143330483
829	0.1143099975
830	0.1142625437
831	0.1142518881
832	0.1142221342
833	0.1142109141
834	0.1141914879
835	0.1141658937
836	0.1141540896
837	0.1141206721
838	0.1140960275
839	0.1140857935
840	0.1140662075
841	0.1140426274
842	0.1140264383
843	0.1140152357
844	0.1139178135
845	0.1138940106
846	0.1138322491
847	0.1137529577
848	0.1137245136
849	0.1136939551
850	0.1136813633
851	0.1134870995
852	0.1134461737
853	0.1133975796
854	0.1133686036
855	0.1133439603
856	0.1133069896
857	0.1132658027
858	0.1132194969
859	0.1131584866
860	0.1131385206
861	0.1131257571
862	0.1131043653
863	0.1130621379
864	0.1130308232
865	0.1130040282
866	0.1129693278
867	0.1129445587
868	0.1129299292
869	0.1129043358
870	0.1128781508
871	0.1128190385
872	0.1127824329
873	0.112761543
874	0.1127528916
875	0.1127340914
876	0.1126945924
877	0.112639244
878	0.1126308952
879	0.1126130035
880	0.1125783686
881	0.1125255237
882	0.1125117203
883	0.1124766166
884	0.1124451211
885	0.112392303
886	0.1123642768
887	0.1123227293
888	0.11228345
889	0.1122511123
890	0.1121997267
891	0.1121613319
892	0.1121447279
893	0.1121016445
894	0.1120757277
895	0.1120625841
896	0.1120246643
897	0.1119894938
898	0.1119521051
899	0.1119251366
900	0.1118828615
901	0.1118560765
902	0.1118195955
903	0.1117855453
904	0.1117802485
905	0.1117388745
906	0.1117093729
907	0.1116827154
908	0.1116626992
909	0.1116242423
910	0.1115785763
911	0.1115088186
912	0.1114703476
913	0.1114519689
914	0.1113913764
915	0.1113641175
916	0.111336069
917	0.1113286587
918	0.1112873559
919	0.111240203
920	0.1112185088
921	0.1111605467
922	0.1111414156
923	0.1111051166
924	0.111075482
925	0.1110484763
926	0.1110261058
927	0.1109933379
928	0.1109559375
929	0.1109452956
930	0.1109359531
931	0.1108980266
932	0.1108831726
933	0.1108157552
934	0.1107372244
935	0.1107205234
936	0.1106607773
937	0.1106330603
938	0.1106113637
939	0.1105812799
940	0.1105703842
941	0.1105531912
942	0.1105365074
943	0.1104844276
944	0.1104354063
945	0.1104119611
946	0.1103871897
947	0.1103717301
948	0.1103372921
949	0.1103264798
950	0.1102860464
951	0.110279436
952	0.1102530984
953	0.1102313103
954	0.1102159273
955	0.1102015008
956	0.1101757893
957	0.110141645
958	0.1101034639
959	0.1100829608
960	0.1100720797
961	0.1100559148
962	0.1100382364
963	0.1099882762
964	0.1099747457
965	0.1099407386
966	0.1099093412
967	0.1098920852
968	0.1098809883
969	0.1098605452
970	0.1098458434
971	0.1098195096
972	0.1097957301
973	0.1097743884
974	0.1097542497
975	0.1097137309
976	0.109703349
977	0.1095990135
978	0.109590975
979	0.1095545185
980	0.1095401597
981	0.1095251302
982	0.109497456
983	0.1094578157
984	0.109448074
985	0.1094225774
986	0.1093937958
987	0.1093589858
988	0.1093427815
989	0.1093244098
990	0.1093130108
991	0.1093024894
992	0.109292526
993	0.1092707041
994	0.109257464
995	0.1092215811
996	0.1091950481
997	0.1091678425
998	0.1090965788
999	0.1090849257
